	Sentence_ID	Label	Sentence	Semantic_Info
45	0fea204c56da4411bb47d7dd84262a88-11	陈述句	3000	价格:【2850,3150】
46	0fea204c56da4411bb47d7dd84262a88-13	陈述句	5寸	主屏尺寸:【4.75,5.25】
47	0fea204c56da4411bb47d7dd84262a88-15	正反问	前置摄像头好吗	前置摄像头像素:【好】
48	0fea204c56da4411bb47d7dd84262a88-19	特指问	哪几款	候选手机:
49	0fea204c56da4411bb47d7dd84262a88-23	是非问	有高一点的吗	前置摄像头像素:【高】
50	0fea204c56da4411bb47d7dd84262a88-25	是非问	有前置摄像头500万左右的吗	前置摄像头像素:【400,600】
51	0fea204c56da4411bb47d7dd84262a88-27	陈述句	魅族	品牌:【魅族】
52	0fea204c56da4411bb47d7dd84262a88-29	陈述句	OPPO	品牌:【OPPO】
53	0fea204c56da4411bb47d7dd84262a88-31	特指问	前置摄像头多少	前置摄像头像素:
54	0fea204c56da4411bb47d7dd84262a88-35	是非问	支持美颜功能吗	拍摄特色:【美颜】
55	0fea204c56da4411bb47d7dd84262a88-37	陈述句	就要OPPO吧	品牌:【OPPO】
56	0fea204c56da4411bb47d7dd84262a88-39	陈述句	后置呢	后置摄像头像素: 
57	0fea204c56da4411bb47d7dd84262a88-41	陈述句	前置	前置摄像头像素:
58	117b843bc805464eaa5e7adebc78a490-1	陈述句	我要三星的手机	品牌:【三星】
59	117b843bc805464eaa5e7adebc78a490-3	陈述句	无所谓	价格:【无所谓】
60	117b843bc805464eaa5e7adebc78a490-5	陈述句	那么4000以上吧	价格:【4000,2147483647】
61	117b843bc805464eaa5e7adebc78a490-7	特指问	好的，它的人气如何	人气:
62	117b843bc805464eaa5e7adebc78a490-9	特指问	它的主屏分辨率是多少	主屏分辨率:
63	117b843bc805464eaa5e7adebc78a490-13	特指问	恩，它的后置摄像头像素是多少	后置摄像头像素: 
64	117b843bc805464eaa5e7adebc78a490-17	陈述句	主屏分辨率呢？	主屏分辨率:
65	117b843bc805464eaa5e7adebc78a490-19	特指问	好的，它的价格是多少	价格:
66	128a103586a34a839e7834e6ec56410d-1	陈述句	我要4G手机	网络制式: 【4g网络】
67	128a103586a34a839e7834e6ec56410d-3	是非问	没有用4G卡的手机？	网络制式: 【4g网络】
68	128a103586a34a839e7834e6ec56410d-5	陈述句	RAM容量	RAM容量:
69	128a103586a34a839e7834e6ec56410d-7	陈述句	最大拓展容量	最大拓展容量:
70	128a103586a34a839e7834e6ec56410d-9	陈述句	2G	RAM容量:2G
71	128a103586a34a839e7834e6ec56410d-13	陈述句	4G手机	网络制式: 【4g网络】
72	128a103586a34a839e7834e6ec56410d-15	陈述句	我想要3G手机	网络制式: 【3g】
73	128a103586a34a839e7834e6ec56410d-17	陈述句	2G呢·	网络制式: 【2g】
74	136d207e771c44709de41950d9dd382c-1	陈述句	我要买5寸以上的手机	主屏尺寸:【5,2147483647】
75	136d207e771c44709de41950d9dd382c-3	陈述句	华为	品牌:【华为】
76	136d207e771c44709de41950d9dd382c-5	陈述句	1000	价格:【950,1050】
77	136d207e771c44709de41950d9dd382c-7	陈述句	手机重量	手机重量:
78	136d207e771c44709de41950d9dd382c-9	陈述句	内存	RAM容量:
79	136d207e771c44709de41950d9dd382c-11	陈述句	屏幕尺寸	主屏尺寸:
80	136d207e771c44709de41950d9dd382c-13	陈述句	颜色	颜色:
81	136d207e771c44709de41950d9dd382c-15	陈述句	操作系统	操作系统:
82	17ae67a479fa4b2a9344ab28920700f8-1	正反问	有没有性价比高的手机	性价比:【高】
83	17ae67a479fa4b2a9344ab28920700f8-3	陈述句	价位1000以下	价格:【0,1000】
84	17ae67a479fa4b2a9344ab28920700f8-5	陈述句	红米或者小米	品牌:【红米】【小米】
85	17ae67a479fa4b2a9344ab28920700f8-7	是非问	有推荐型号吗？	型号:
86	17ae67a479fa4b2a9344ab28920700f8-9	正反问	有没有1000以下的红米	价格:【0,1000】;品牌:【红米】
87	17ae67a479fa4b2a9344ab28920700f8-11	陈述句	价格	价格:【0,1000】
88	17fe8e98b6014ed6928152be716d5cd8-1	陈述句	你好 我想要小米手机	品牌:【小米】
89	17fe8e98b6014ed6928152be716d5cd8-3	陈述句	小米 不要三星哦	品牌:【小米】【Not-三星】
90	17fe8e98b6014ed6928152be716d5cd8-5	是非问	小米可以？	品牌:【小米】
91	17fe8e98b6014ed6928152be716d5cd8-7	正反问	那诺基亚的有没有？	品牌:【诺基亚】
92	17fe8e98b6014ed6928152be716d5cd8-9	陈述句	3000的	价格:【2850,3150】
93	17fe8e98b6014ed6928152be716d5cd8-11	陈述句	149吧	价格:【141.55,156.45】
94	17fe8e98b6014ed6928152be716d5cd8-13	陈述句	可是我还想比较一下小米手机	品牌:【小米】
95	17fe8e98b6014ed6928152be716d5cd8-15	陈述句	就是你们没有收录小米咯	品牌:【小米】
96	195317eda402470498da69d0c7f4142b-1	特指问	三星的有什么推荐	品牌:【三星】
97	195317eda402470498da69d0c7f4142b-3	特指问	这款价格多少啊	价格:
98	195317eda402470498da69d0c7f4142b-5	特指问	配置如何	手机部件:
99	195317eda402470498da69d0c7f4142b-7	特指问	还有呢	手机部件:【其他】
100	195317eda402470498da69d0c7f4142b-9	正反问	有没贵点的三星手机啊	价格:【1699,2147483647】;品牌:【三星】
101	195317eda402470498da69d0c7f4142b-11	特指问	有多大	主屏尺寸:
102	195317eda402470498da69d0c7f4142b-13	陈述句	6寸	主屏尺寸:【5.7,6.3】
103	195317eda402470498da69d0c7f4142b-15	陈述句	900	后置摄像头像素:【855,945】
104	195317eda402470498da69d0c7f4142b-19	陈述句	900万像素左右	后置摄像头像素:【720,1080】
105	195317eda402470498da69d0c7f4142b-21	陈述句	1600万像素	后置摄像头像素:【1520,1680】
106	195317eda402470498da69d0c7f4142b-23	特指问	这款多少钱	价格:
107	19bdc57aef2c4e50b0ab36ed277de5c0-1	陈述句	小米手机	品牌:【小米】
108	19bdc57aef2c4e50b0ab36ed277de5c0-3	陈述句	2000左右吧	价格:【1600,2400】
109	19bdc57aef2c4e50b0ab36ed277de5c0-5	是非问	有紫色的吗	颜色:【紫】
110	19bdc57aef2c4e50b0ab36ed277de5c0-7	是非问	哦哦这样，那操作系统是安卓的吗	操作系统:【安卓】
111	19bdc57aef2c4e50b0ab36ed277de5c0-9	特指问	那操作系统是什么	操作系统:
112	19bdc57aef2c4e50b0ab36ed277de5c0-11	是非问	手机的质量好吗	质量:【好】
113	19bdc57aef2c4e50b0ab36ed277de5c0-13	是非问	手机质量好吗	质量:【好】
114	19bdc57aef2c4e50b0ab36ed277de5c0-15	陈述句	手机质量	手机质量:
115	19ede3d8bf744a339c05ff86b460705f-1	陈述句	想买一部可以打手机游戏的手机	手机特色:【手游】
116	19ede3d8bf744a339c05ff86b460705f-3	是非问	配置高点的手机有吗	配置:【高】
117	19ede3d8bf744a339c05ff86b460705f-5	陈述句	CPU核数越高越好的	CPU核数:【高】
118	19ede3d8bf744a339c05ff86b460705f-7	陈述句	品牌都可以	品牌:【都可以】
119	19ede3d8bf744a339c05ff86b460705f-11	陈述句	没有，只要CPU核数越高越好	CPU核数:【高】
120	19ede3d8bf744a339c05ff86b460705f-13	陈述句	CPU平率	CPU频率:
121	19ede3d8bf744a339c05ff86b460705f-15	陈述句	CPU频率	CPU频率:
122	19ede3d8bf744a339c05ff86b460705f-17	陈述句	价钱无所谓	价格:【无所谓】
123	19ede3d8bf744a339c05ff86b460705f-19	陈述句	越大越好	主屏尺寸:【大】
124	19ede3d8bf744a339c05ff86b460705f-21	特指问	这款手机CPU核数多少	CPU核数:
125	19ede3d8bf744a339c05ff86b460705f-23	特指问	屏幕尺寸呢	主屏尺寸:
126	1a6699e159554adb8ac30e08fdd19154-3	陈述句	苹果6	品牌:【苹果】;型号:【6】
127	1a6699e159554adb8ac30e08fdd19154-5	特指问	是的 多少钱	价格:
128	1a6699e159554adb8ac30e08fdd19154-7	是非问	有4G的吗	RAM容量:【3686,4505】;最大拓展容量:【3686,4505】;ROM容量:【3,4】;型号:【4G】;网络制式:【4G】
129	1d1b9a1ccfff4b34a72b0e43a6dfc921-1	陈述句	4000以上的手机	价格:【4000,2147483647】
130	1d1b9a1ccfff4b34a72b0e43a6dfc921-7	特指问	那苹果4000以上的有哪些	品牌:【苹果】;价格:【4000,2147483647】
131	1d1b9a1ccfff4b34a72b0e43a6dfc921-11	是非问	你能介绍一下这部手机吗	当前手机:【介绍】
132	1d1b9a1ccfff4b34a72b0e43a6dfc921-13	特指问	这部手机屏幕多大	主屏尺寸:
133	1d1b9a1ccfff4b34a72b0e43a6dfc921-15	特指问	像素多少	后置摄像头像素: ;前置摄像头像素: 
134	1d1b9a1ccfff4b34a72b0e43a6dfc921-19	特指问	后置呢	后置摄像头像素:
135	1d1b9a1ccfff4b34a72b0e43a6dfc921-21	特指问	他有哪些颜色啊	颜色:
136	1d1b9a1ccfff4b34a72b0e43a6dfc921-23	正反问	有没有白色	颜色:【白】
137	1d1b9a1ccfff4b34a72b0e43a6dfc921-25	特指问	具体价格是多少	价格:
138	1d9f8758890a4570b1ea3ff3e5b5c670-3	陈述句	你这里有三星手机卖	品牌:【三星】
139	1d9f8758890a4570b1ea3ff3e5b5c670-5	陈述句	4000元以上的	价格:【4000,2147483647】
140	1d9f8758890a4570b1ea3ff3e5b5c670-7	陈述句	5寸左右的就行	主屏尺寸:【5寸左右】
141	1d9f8758890a4570b1ea3ff3e5b5c670-9	陈述句	这个随便	后置摄像头像素:【0,2147483647】
142	1d9f8758890a4570b1ea3ff3e5b5c670-11	特指问	这部多少钱	价格:
143	1f2bfebb56044450abab7f3618a5d682-1	陈述句	我要一款性能高的手机	性能得分:【100000,2147483647】
144	1f2bfebb56044450abab7f3618a5d682-3	陈述句	品牌没有要求	品牌:
145	1f2bfebb56044450abab7f3618a5d682-5	陈述句	价位没有要求	价格:【没有要求】
146	1f2bfebb56044450abab7f3618a5d682-7	陈述句	5.0吧	主屏尺寸:【5】
147	1f2bfebb56044450abab7f3618a5d682-9	特指问	这款手机主频是多少？	CPU频率:
148	1f2bfebb56044450abab7f3618a5d682-11	特指问	这款手机CPU频率是多少？	CPU频率:
149	1f2bfebb56044450abab7f3618a5d682-15	特指问	ROM容量是多少	ROM容量:
150	1f2bfebb56044450abab7f3618a5d682-17	特指问	这款手机CPU核数是多少个？	CPU核数:
151	1f2bfebb56044450abab7f3618a5d682-19	特指问	那么这款手机型号是什么？	型号:
152	1f2bfebb56044450abab7f3618a5d682-21	陈述句	要华为B199	品牌:【华为】;型号:【B199】
153	1f2bfebb56044450abab7f3618a5d682-23	特指问	它的CPU频率是多少？	CPU频率:
154	1f2bfebb56044450abab7f3618a5d682-25	陈述句	有点低	CPU频率:【Not-低】
155	1f2bfebb56044450abab7f3618a5d682-27	特指问	那么唐为TW95V的CPU频率是多少？	品牌:【唐为】;型号:【TW95V】;CPU频率:
156	20f5b05a24414060a8e5221d6f6123c5-1	正反问	想买一部价钱便宜的手机，有没有推荐的	价格:【0,2000】
157	20f5b05a24414060a8e5221d6f6123c5-5	是非问	500元以上的有吗	价格:【500,2000】
158	20f5b05a24414060a8e5221d6f6123c5-7	特指问	599元的有哪些品牌	价格:【569.05,628.95】;品牌:
159	20f5b05a24414060a8e5221d6f6123c5-9	陈述句	华为吧	品牌:【华为】
160	20f5b05a24414060a8e5221d6f6123c5-13	陈述句	2寸以上吧	主屏尺寸:【2,2147483647】
161	20f5b05a24414060a8e5221d6f6123c5-15	陈述句	都可以	后置摄像头像素:【0,2147483647】
162	20f5b05a24414060a8e5221d6f6123c5-17	特指问	这款手机有什么颜色	颜色:
163	20f5b05a24414060a8e5221d6f6123c5-19	是非问	没其他颜色了吗	颜色:【其他】
164	20f5b05a24414060a8e5221d6f6123c5-21	特指问	那这款多重呢	手机重量:
165	20f5b05a24414060a8e5221d6f6123c5-23	特指问	华为G616多重	品牌:【华为】;型号:【G616】;手机重量:
166	20f5b05a24414060a8e5221d6f6123c5-25	特指问	这款手机重量如何	手机重量:
167	20f5b05a24414060a8e5221d6f6123c5-27	特指问	这款手机质保时间多长	质保时间: 
168	20f5b05a24414060a8e5221d6f6123c5-29	陈述句	理论通话	理论通话时间:
169	2543fe02bfe34f0db162755b8f1ed112-1	陈述句	我想买配置高一点的手机	手机部件: 【高】
170	2543fe02bfe34f0db162755b8f1ed112-3	陈述句	屏幕大一点的	主屏尺寸:【5,2147483647】
171	2543fe02bfe34f0db162755b8f1ed112-5	陈述句	屏幕要5寸的	主屏尺寸:【4.75,5.25】
172	2543fe02bfe34f0db162755b8f1ed112-7	陈述句	LG	品牌:【LG】
173	2543fe02bfe34f0db162755b8f1ed112-9	特指问	ROM是多少	ROM容量:
174	2543fe02bfe34f0db162755b8f1ed112-11	特指问	RAM呢	RAM容量:
175	2543fe02bfe34f0db162755b8f1ed112-13	特指问	CPU是多少	CPU频率: ;CPU型号:
176	2543fe02bfe34f0db162755b8f1ed112-15	陈述句	频率	CPU频率:
177	2543fe02bfe34f0db162755b8f1ed112-17	是非问	这款手机是4核的吗	CPU核数:【4,4】
178	2543fe02bfe34f0db162755b8f1ed112-21	陈述句	换一款4核的手机吧	CPU核数:【4,4】;候选手机:【换一款】
179	2543fe02bfe34f0db162755b8f1ed112-23	特指问	屏幕多大	主屏尺寸:
180	2543fe02bfe34f0db162755b8f1ed112-25	特指问	CPU频率是多少	CPU频率:
181	2543fe02bfe34f0db162755b8f1ed112-27	特指问	RAM容量呢	RAM容量:
182	27cfd6adb8ea43be982a914b3e3d7d2f-1	陈述句	想买一部手机，2000元以下的	价格:【0,2000】
183	27cfd6adb8ea43be982a914b3e3d7d2f-3	陈述句	想要超大字体的	字体:【超大字体】
184	27cfd6adb8ea43be982a914b3e3d7d2f-5	正反问	有没有推荐的手机	候选手机:【推荐】
185	27cfd6adb8ea43be982a914b3e3d7d2f-7	陈述句	想要买一部超大字体的手机	字体:【超大字体】
186	27cfd6adb8ea43be982a914b3e3d7d2f-9	陈述句	屏幕尺寸都可以	主屏尺寸:【2.28,50.46】
187	27cfd6adb8ea43be982a914b3e3d7d2f-13	特指问	它的价格多少	价格:
188	27cfd6adb8ea43be982a914b3e3d7d2f-15	特指问	它的质保时间多少	质保时间:
189	27cfd6adb8ea43be982a914b3e3d7d2f-17	特指问	它的字体怎么样	字体:
190	27cfd6adb8ea43be982a914b3e3d7d2f-19	特指问	它的rom容量呢	ROM容量:
191	27e88d781b254b2a97d5bcd28fb137ab-1	陈述句	我要买便宜点的手机	价格:【0,2000】
192	27e88d781b254b2a97d5bcd28fb137ab-5	陈述句	价钱便宜点的	价格:【0,2000】
193	27e88d781b254b2a97d5bcd28fb137ab-7	陈述句	2000以下的	价格:【0,2000】
194	27e88d781b254b2a97d5bcd28fb137ab-13	是非问	apple？	品牌:【apple】
195	27e88d781b254b2a97d5bcd28fb137ab-17	陈述句	不用太高	后置摄像头像素:【不用太高】
196	27e88d781b254b2a97d5bcd28fb137ab-23	陈述句	CPU	CPU频率: ;CPU型号:
197	27e88d781b254b2a97d5bcd28fb137ab-25	陈述句	型号	CPU型号:
198	2836365ee5d6481d8ad17757e16d5362-1	陈述句	4000元以上的手机	价格:【4000,2147483647】
199	2836365ee5d6481d8ad17757e16d5362-3	陈述句	iPhone	品牌:【苹果】
200	2836365ee5d6481d8ad17757e16d5362-7	陈述句	5.5寸吧	主屏尺寸:【5.225,5.775】
201	2a2118c8fccc47d8ac5212ba33fd7453-1	陈述句	我想买5寸以上的手机	主屏尺寸:【5,2147483647】
202	2a2118c8fccc47d8ac5212ba33fd7453-5	陈述句	3000元到4500元	价格:【2970,4545】
203	2a2118c8fccc47d8ac5212ba33fd7453-7	陈述句	500万以上	后置摄像头像素:【500,2147483647】
204	2a2118c8fccc47d8ac5212ba33fd7453-9	特指问	价格是多少	价格:
205	2bed308d6e4b4bc29fb8038dffff7eea-1	陈述句	我要买三星手机	品牌:【三星】
206	2bed308d6e4b4bc29fb8038dffff7eea-3	陈述句	3000左右	价格:【2400,3600】
207	2bed308d6e4b4bc29fb8038dffff7eea-5	陈述句	都行	主屏尺寸:【都行】
208	2bed308d6e4b4bc29fb8038dffff7eea-7	陈述句	大一点的	主屏尺寸:【5,2147483647】
209	2bed308d6e4b4bc29fb8038dffff7eea-9	陈述句	随便	后置摄像头像素:【0,2147483647】
210	2c2860c5d28e4cd0a04a1bce74f7f4a7-1	陈述句	我想要三星S5	品牌:【三星】;型号:【S5】
211	2c2860c5d28e4cd0a04a1bce74f7f4a7-3	特指问	摄像头如何	后置摄像头像素:
212	2c2860c5d28e4cd0a04a1bce74f7f4a7-5	特指问	屏幕多少英寸	主屏尺寸:
213	2c2860c5d28e4cd0a04a1bce74f7f4a7-7	特指问	分辨率多少	主屏分辨率:
214	2c2860c5d28e4cd0a04a1bce74f7f4a7-9	特指问	价格多少	价格:
215	2c2860c5d28e4cd0a04a1bce74f7f4a7-11	特指问	什么系统	操作系统:
216	2f76067b266b4354bc0e9ef77c2a9303-1	陈述句	有4G网络的手机	网络制式:【4g】
217	2f76067b266b4354bc0e9ef77c2a9303-3	陈述句	网络格式	网络制式:【4g】
218	2f76067b266b4354bc0e9ef77c2a9303-5	陈述句	小米	品牌:【小米】
219	2f76067b266b4354bc0e9ef77c2a9303-7	陈述句	2000	价格:【1900,2100】
220	2f76067b266b4354bc0e9ef77c2a9303-9	陈述句	2100	价格:【1995,2205】
221	2f76067b266b4354bc0e9ef77c2a9303-11	陈述句	2205	价格:【2094.75,2315.25】
222	2f76067b266b4354bc0e9ef77c2a9303-13	陈述句	小米手机啊	品牌:【小米】
223	2f76067b266b4354bc0e9ef77c2a9303-15	陈述句	2000左右的	价格:【1600,2400】
224	2f76067b266b4354bc0e9ef77c2a9303-17	是非问	有4G网络吗	网络制式:【4g】
225	2f76067b266b4354bc0e9ef77c2a9303-19	特指问	有什么有4G网络的手机吗	网络制式:【4g】
226	2f76067b266b4354bc0e9ef77c2a9303-21	陈述句	网络格式是4G的手机	网络制式:【4g】
227	2f76067b266b4354bc0e9ef77c2a9303-23	特指问	是什么品牌	品牌:
228	2f76067b266b4354bc0e9ef77c2a9303-25	特指问	哪一台手机有4G网络	网络制式:【4g】
229	2fff32ac4c124a53bc497409c5dc80bf-3	是非问	能介绍我几款性价比高的吗？	性价比得分:【47.210300429184549356223175966,2147483647】
230	2fff32ac4c124a53bc497409c5dc80bf-5	是非问	有苹果吗？	品牌:【苹果】
231	2fff32ac4c124a53bc497409c5dc80bf-7	陈述句	小辣椒吧	品牌:【小辣椒】
232	2fff32ac4c124a53bc497409c5dc80bf-9	特指问	价钱怎么样？	价格:
233	2fff32ac4c124a53bc497409c5dc80bf-11	特指问	配置怎么样？	手机部件:
234	2fff32ac4c124a53bc497409c5dc80bf-13	特指问	前置摄像tourist像素多少？	前置摄像头像素: 
235	2fff32ac4c124a53bc497409c5dc80bf-15	特指问	前置摄像头像素多少？	后置摄像头像素:
236	2fff32ac4c124a53bc497409c5dc80bf-17	特指问	后置呢？	后置摄像头像素:
237	32e24ac7903d4b5cb756d540a42e8f23-1	特指问	努比亚x6这款手机如何	品牌:【努比亚】;优点:;缺点:
238	32e24ac7903d4b5cb756d540a42e8f23-3	特指问	多少钱的	价格:
239	32e24ac7903d4b5cb756d540a42e8f23-5	特指问	摄像头像素呢	后置摄像头像素:
240	32e24ac7903d4b5cb756d540a42e8f23-7	特指问	CPU核数呢	CPU核数:
241	32e24ac7903d4b5cb756d540a42e8f23-9	是非问	人气高吗	平均月销量:【高】
242	32e24ac7903d4b5cb756d540a42e8f23-13	特指问	那华为G7-TL00呢	品牌:【华为】;型号:【G7-TL00】;屏幕尺寸:
243	32e24ac7903d4b5cb756d540a42e8f23-25	特指问	摄像头像素多少	后置摄像头像素:
244	32e24ac7903d4b5cb756d540a42e8f23-27	选择问	那努比亚x6和华为G7-TL00哪一个更好	品牌:【努比亚】【华为】;型号:【x6】【G7-TL00】
245	32e24ac7903d4b5cb756d540a42e8f23-29	选择问	那华为G7-TL00和努比亚x6哪一个更好	品牌:【努比亚】【华为】;型号:【x6】【G7-TL00】
246	32e24ac7903d4b5cb756d540a42e8f23-31	陈述句	好吧 我要华为好了	品牌:【华为】
247	33d34d1772854afd84cdcc1783e6e2bb-3	特指问	什么品牌是比较受欢迎的呢	品牌:
248	33d34d1772854afd84cdcc1783e6e2bb-5	特指问	优思是哪种操作系统的呢	操作系统:
249	33d34d1772854afd84cdcc1783e6e2bb-7	陈述句	5000元以内的	价格:【0,5000】
250	33d34d1772854afd84cdcc1783e6e2bb-11	陈述句	1	主屏尺寸:【0.95,1.05】
251	33d34d1772854afd84cdcc1783e6e2bb-13	陈述句	5寸的屏幕	后置摄像头像素:【1235,1365】
252	33d34d1772854afd84cdcc1783e6e2bb-19	陈述句	1300万像素	后置摄像头像素:【1235,1365】
253	33e38c9fdfb04db9bd50fbe611be5627-1	陈述句	我想要一部屏幕为6英寸的手机	主屏尺寸:【5.7,6.3】
254	33e38c9fdfb04db9bd50fbe611be5627-5	特指问	摄像头怎样的	后置摄像头像素:
255	348a9e0329ae40faa15fe8a56e2f4190-1	陈述句	你好 来一台老人家用的手机	使用对象:【老人】
256	348a9e0329ae40faa15fe8a56e2f4190-3	正反问	大屏的有不？	主屏尺寸:【5,2147483647】
257	348a9e0329ae40faa15fe8a56e2f4190-5	陈述句	主屏尺寸	主屏尺寸:【5,2147483647】
258	348a9e0329ae40faa15fe8a56e2f4190-7	陈述句	金立吧	品牌:【金立】
259	348a9e0329ae40faa15fe8a56e2f4190-9	是非问	适合老人吗	使用对象:【老人】
260	35ecf084d5e84eaf81fdeb8db4885bc0-1	陈述句	我要4000元以下的手机	价格:【0,4000】
261	35ecf084d5e84eaf81fdeb8db4885bc0-3	陈述句	苹果	品牌:【苹果】
262	35ecf084d5e84eaf81fdeb8db4885bc0-5	特指问	它的续航能力怎样？	电池续航:
263	35ecf084d5e84eaf81fdeb8db4885bc0-7	特指问	它最近销量如何？	销售量:
264	35ecf084d5e84eaf81fdeb8db4885bc0-9	特指问	好吧，那么有什么优惠呢？	优惠:
265	369bd59a614b4122a27d1ab10412b971-3	是非问	可以从价格说起吗	价格:
266	369bd59a614b4122a27d1ab10412b971-5	陈述句	我要买3000元以上的手机	价格:【3000,2147483647】
267	369bd59a614b4122a27d1ab10412b971-7	陈述句	三星，华为	品牌:【三星】【华为】
268	369bd59a614b4122a27d1ab10412b971-11	陈述句	4寸以上的	主屏尺寸:【4,2147483647】
269	369bd59a614b4122a27d1ab10412b971-13	陈述句	800万以上	后置摄像头像素:【800,2147483647】
270	369bd59a614b4122a27d1ab10412b971-15	正反问	是不是安卓系统的	操作系统:【安卓】
271	369bd59a614b4122a27d1ab10412b971-17	特指问	它的RAM内存多大	RAM容量:
272	36f6968d00d945b78342a4786ff5995d-1	特指问	哪些手机是比较适合玩游戏的？	产品特色:游戏
273	36f6968d00d945b78342a4786ff5995d-3	陈述句	IPhone	型号:【IPhone】
274	36f6968d00d945b78342a4786ff5995d-5	特指问	哪些手机玩游戏是比较流畅的？	感应器类型:
275	36f6968d00d945b78342a4786ff5995d-7	特指问	支持重力感应的手机有哪些？	感应器类型:【重力】;感应器类型:【重力】
276	36f6968d00d945b78342a4786ff5995d-9	特指问	这款手机多少钱	价格:
