Sentence_ID	Label	Sentence	Semantic_Info
0fea204c56da4411bb47d7dd84262a88-15	正反问	前置摄像头好吗	前置摄像头像素:【好】
0fea204c56da4411bb47d7dd84262a88-19	特指问	哪几款	候选手机:
0fea204c56da4411bb47d7dd84262a88-21	陈述句	前置摄像头	前置摄像头像素:
0fea204c56da4411bb47d7dd84262a88-23	是非问	有高一点的吗	前置摄像头像素:【高】
0fea204c56da4411bb47d7dd84262a88-25	是非问	有前置摄像头500万左右的吗	前置摄像头像素:【400,600】
0fea204c56da4411bb47d7dd84262a88-27	陈述句	魅族	品牌:【魅族】
0fea204c56da4411bb47d7dd84262a88-29	陈述句	OPPO	品牌:【OPPO】
0fea204c56da4411bb47d7dd84262a88-31	特指问	前置摄像头多少	前置摄像头像素:
0fea204c56da4411bb47d7dd84262a88-35	是非问	支持美颜功能吗	拍摄特色:【美颜】
0fea204c56da4411bb47d7dd84262a88-37	陈述句	就要OPPO吧	品牌:【OPPO】
0fea204c56da4411bb47d7dd84262a88-39	陈述句	后置呢	后置摄像头像素: 
0fea204c56da4411bb47d7dd84262a88-41	陈述句	前置	前置摄像头像素:
117b843bc805464eaa5e7adebc78a490-1	陈述句	我要三星的手机	品牌:【三星】
117b843bc805464eaa5e7adebc78a490-3	陈述句	无所谓	价格:【无所谓】
117b843bc805464eaa5e7adebc78a490-5	陈述句	那么4000以上吧	价格:【4000,2147483647】
117b843bc805464eaa5e7adebc78a490-7	特指问	好的，它的人气如何	人气:
117b843bc805464eaa5e7adebc78a490-9	特指问	它的主屏分辨率是多少	主屏分辨率:
117b843bc805464eaa5e7adebc78a490-11	陈述句	5寸	主屏尺寸:【4.75,5.25】
117b843bc805464eaa5e7adebc78a490-13	特指问	恩，它的后置摄像头像素是多少	后置摄像头像素: 
117b843bc805464eaa5e7adebc78a490-15	陈述句	前置	前置摄像头像素:
117b843bc805464eaa5e7adebc78a490-17	陈述句	主屏分辨率呢？	主屏分辨率:
117b843bc805464eaa5e7adebc78a490-19	特指问	好的，它的价格是多少	价格:
128a103586a34a839e7834e6ec56410d-1	陈述句	我要4G手机	网络制式: 【4g网络】
128a103586a34a839e7834e6ec56410d-3	是非问	没有用4G卡的手机？	网络制式: 【4g网络】
128a103586a34a839e7834e6ec56410d-5	陈述句	RAM容量	RAM容量:
128a103586a34a839e7834e6ec56410d-7	陈述句	最大拓展容量	最大拓展容量:
128a103586a34a839e7834e6ec56410d-9	陈述句	2G	RAM容量:2G
128a103586a34a839e7834e6ec56410d-13	陈述句	4G手机	网络制式: 【4g网络】
128a103586a34a839e7834e6ec56410d-15	陈述句	我想要3G手机	网络制式: 【3g】
128a103586a34a839e7834e6ec56410d-17	陈述句	2G呢·	网络制式: 【2g】
136d207e771c44709de41950d9dd382c-1	陈述句	我要买5寸以上的手机	主屏尺寸:【5,2147483647】
136d207e771c44709de41950d9dd382c-3	陈述句	华为	品牌:【华为】
136d207e771c44709de41950d9dd382c-5	陈述句	1000	价格:【950,1050】
136d207e771c44709de41950d9dd382c-7	陈述句	手机重量	手机重量:
136d207e771c44709de41950d9dd382c-9	陈述句	内存	RAM容量:
136d207e771c44709de41950d9dd382c-11	陈述句	屏幕尺寸	主屏尺寸:
136d207e771c44709de41950d9dd382c-13	陈述句	颜色	颜色:
136d207e771c44709de41950d9dd382c-15	陈述句	操作系统	操作系统:
17ae67a479fa4b2a9344ab28920700f8-1	正反问	有没有性价比高的手机	性价比:【高】
17ae67a479fa4b2a9344ab28920700f8-3	陈述句	价位1000以下	价格:【0,1000】
17ae67a479fa4b2a9344ab28920700f8-5	陈述句	红米或者小米	品牌:【红米】【小米】
17ae67a479fa4b2a9344ab28920700f8-7	是非问	有推荐型号吗？	型号:
17ae67a479fa4b2a9344ab28920700f8-9	正反问	有没有1000以下的红米	价格:【0,1000】;品牌:【红米】
17ae67a479fa4b2a9344ab28920700f8-11	陈述句	价格	价格:【0,1000】
17fe8e98b6014ed6928152be716d5cd8-1	陈述句	你好 我想要小米手机	品牌:【小米】
17fe8e98b6014ed6928152be716d5cd8-3	陈述句	小米 不要三星哦	品牌:【小米】【Not-三星】
17fe8e98b6014ed6928152be716d5cd8-5	是非问	小米可以？	品牌:【小米】
17fe8e98b6014ed6928152be716d5cd8-7	正反问	那诺基亚的有没有？	品牌:【诺基亚】
17fe8e98b6014ed6928152be716d5cd8-9	陈述句	3000的	价格:【2850,3150】
17fe8e98b6014ed6928152be716d5cd8-11	陈述句	149吧	价格:【141.55,156.45】
17fe8e98b6014ed6928152be716d5cd8-13	陈述句	可是我还想比较一下小米手机	品牌:【小米】
17fe8e98b6014ed6928152be716d5cd8-15	陈述句	就是你们没有收录小米咯	品牌:【小米】
195317eda402470498da69d0c7f4142b-1	特指问	三星的有什么推荐	品牌:【三星】
195317eda402470498da69d0c7f4142b-3	特指问	这款价格多少啊	价格:
195317eda402470498da69d0c7f4142b-5	特指问	配置如何	手机部件:
195317eda402470498da69d0c7f4142b-7	特指问	还有呢	手机部件:【其他】
195317eda402470498da69d0c7f4142b-9	正反问	有没贵点的三星手机啊	价格:【1699,2147483647】;品牌:【三星】
195317eda402470498da69d0c7f4142b-11	特指问	有多大	主屏尺寸:
195317eda402470498da69d0c7f4142b-13	陈述句	6寸	主屏尺寸:【5.7,6.3】
195317eda402470498da69d0c7f4142b-15	陈述句	900	后置摄像头像素:【855,945】
195317eda402470498da69d0c7f4142b-17	陈述句	6寸	主屏尺寸:【5.7,6.3】
195317eda402470498da69d0c7f4142b-19	陈述句	900万像素左右	后置摄像头像素:【720,1080】
195317eda402470498da69d0c7f4142b-21	陈述句	1600万像素	后置摄像头像素:【1520,1680】
195317eda402470498da69d0c7f4142b-23	特指问	这款多少钱	价格:
19bdc57aef2c4e50b0ab36ed277de5c0-1	陈述句	小米手机	品牌:【小米】
19bdc57aef2c4e50b0ab36ed277de5c0-3	陈述句	2000左右吧	价格:【1600,2400】
19bdc57aef2c4e50b0ab36ed277de5c0-5	是非问	有紫色的吗	颜色:【紫】
19bdc57aef2c4e50b0ab36ed277de5c0-7	是非问	哦哦这样，那操作系统是安卓的吗	操作系统:【安卓】
19bdc57aef2c4e50b0ab36ed277de5c0-9	特指问	那操作系统是什么	操作系统:
19bdc57aef2c4e50b0ab36ed277de5c0-11	是非问	手机的质量好吗	质量:【好】
19bdc57aef2c4e50b0ab36ed277de5c0-13	是非问	手机质量好吗	质量:【好】
19bdc57aef2c4e50b0ab36ed277de5c0-15	陈述句	手机质量	手机质量:
19ede3d8bf744a339c05ff86b460705f-1	陈述句	想买一部可以打手机游戏的手机	手机特色:【手游】
19ede3d8bf744a339c05ff86b460705f-3	是非问	配置高点的手机有吗	配置:【高】
19ede3d8bf744a339c05ff86b460705f-5	陈述句	CPU核数越高越好的	CPU核数:【高】
19ede3d8bf744a339c05ff86b460705f-7	陈述句	品牌都可以	品牌:【都可以】
19ede3d8bf744a339c05ff86b460705f-9	陈述句	华为	品牌:【华为】
19ede3d8bf744a339c05ff86b460705f-11	陈述句	没有，只要CPU核数越高越好	CPU核数:【高】
19ede3d8bf744a339c05ff86b460705f-13	陈述句	CPU平率	CPU频率:
19ede3d8bf744a339c05ff86b460705f-15	陈述句	CPU频率	CPU频率:
19ede3d8bf744a339c05ff86b460705f-17	陈述句	价钱无所谓	价格:【无所谓】
19ede3d8bf744a339c05ff86b460705f-19	陈述句	越大越好	主屏尺寸:【大】
19ede3d8bf744a339c05ff86b460705f-21	特指问	这款手机CPU核数多少	CPU核数:
19ede3d8bf744a339c05ff86b460705f-23	特指问	屏幕尺寸呢	主屏尺寸:
1a6699e159554adb8ac30e08fdd19154-3	陈述句	苹果6	品牌:【苹果】;型号:【6】
1a6699e159554adb8ac30e08fdd19154-5	特指问	是的 多少钱	价格:
1a6699e159554adb8ac30e08fdd19154-7	是非问	有4G的吗	RAM容量:【3686,4505】;最大拓展容量:【3686,4505】;ROM容量:【3,4】;型号:【4G】;网络制式:【4G】
1d9f8758890a4570b1ea3ff3e5b5c670-3	陈述句	你这里有三星手机卖	品牌:【三星】
1d9f8758890a4570b1ea3ff3e5b5c670-5	陈述句	4000元以上的	价格:【4000,2147483647】
1d9f8758890a4570b1ea3ff3e5b5c670-7	陈述句	5寸左右的就行	主屏尺寸:【5寸左右】
1d9f8758890a4570b1ea3ff3e5b5c670-9	陈述句	这个随便	后置摄像头像素:【0,2147483647】
1d9f8758890a4570b1ea3ff3e5b5c670-11	特指问	这部多少钱	价格:
1f2bfebb56044450abab7f3618a5d682-1	陈述句	我要一款性能高的手机	性能得分:【100000,2147483647】
1f2bfebb56044450abab7f3618a5d682-3	陈述句	品牌没有要求	品牌:
1f2bfebb56044450abab7f3618a5d682-5	陈述句	价位没有要求	价格:【没有要求】
1f2bfebb56044450abab7f3618a5d682-7	陈述句	5.0吧	主屏尺寸:【5】
1f2bfebb56044450abab7f3618a5d682-9	特指问	这款手机主频是多少？	CPU频率:
1f2bfebb56044450abab7f3618a5d682-11	特指问	这款手机CPU频率是多少？	CPU频率:
1f2bfebb56044450abab7f3618a5d682-15	特指问	ROM容量是多少	ROM容量:
1f2bfebb56044450abab7f3618a5d682-17	特指问	这款手机CPU核数是多少个？	CPU核数:
1f2bfebb56044450abab7f3618a5d682-19	特指问	那么这款手机型号是什么？	型号:
1f2bfebb56044450abab7f3618a5d682-21	陈述句	要华为B199	品牌:【华为】;型号:【B199】
1f2bfebb56044450abab7f3618a5d682-23	特指问	它的CPU频率是多少？	CPU频率:
1f2bfebb56044450abab7f3618a5d682-25	陈述句	有点低	CPU频率:【Not-低】
1f2bfebb56044450abab7f3618a5d682-27	特指问	那么唐为TW95V的CPU频率是多少？	品牌:【唐为】;型号:【TW95V】;CPU频率:
20f5b05a24414060a8e5221d6f6123c5-1	正反问	想买一部价钱便宜的手机，有没有推荐的	价格:【0,2000】
20f5b05a24414060a8e5221d6f6123c5-3	特指问	这款多少钱	价格:
20f5b05a24414060a8e5221d6f6123c5-5	是非问	500元以上的有吗	价格:【500,2000】
20f5b05a24414060a8e5221d6f6123c5-7	特指问	599元的有哪些品牌	价格:【569.05,628.95】;品牌:
20f5b05a24414060a8e5221d6f6123c5-9	陈述句	华为吧	品牌:【华为】
20f5b05a24414060a8e5221d6f6123c5-11	陈述句	没要求	主屏尺寸:【没要求】
20f5b05a24414060a8e5221d6f6123c5-13	陈述句	2寸以上吧	主屏尺寸:【2,2147483647】
20f5b05a24414060a8e5221d6f6123c5-15	陈述句	都可以	后置摄像头像素:【0,2147483647】
20f5b05a24414060a8e5221d6f6123c5-17	特指问	这款手机有什么颜色	颜色:
20f5b05a24414060a8e5221d6f6123c5-19	是非问	没其他颜色了吗	颜色:【其他】
20f5b05a24414060a8e5221d6f6123c5-21	特指问	那这款多重呢	手机重量:
20f5b05a24414060a8e5221d6f6123c5-23	特指问	华为G616多重	品牌:【华为】;型号:【G616】;手机重量:
20f5b05a24414060a8e5221d6f6123c5-25	特指问	这款手机重量如何	手机重量:
20f5b05a24414060a8e5221d6f6123c5-27	特指问	这款手机质保时间多长	质保时间: 
20f5b05a24414060a8e5221d6f6123c5-29	陈述句	理论通话	理论通话时间:
2543fe02bfe34f0db162755b8f1ed112-1	陈述句	我想买配置高一点的手机	手机部件: 【高】
2543fe02bfe34f0db162755b8f1ed112-3	陈述句	屏幕大一点的	主屏尺寸:【5,2147483647】
2543fe02bfe34f0db162755b8f1ed112-5	陈述句	屏幕要5寸的	主屏尺寸:【4.75,5.25】
2543fe02bfe34f0db162755b8f1ed112-7	陈述句	LG	品牌:【LG】
2543fe02bfe34f0db162755b8f1ed112-9	特指问	ROM是多少	ROM容量:
2543fe02bfe34f0db162755b8f1ed112-11	特指问	RAM呢	RAM容量:
2543fe02bfe34f0db162755b8f1ed112-13	特指问	CPU是多少	CPU频率: ;CPU型号:
2543fe02bfe34f0db162755b8f1ed112-15	陈述句	频率	CPU频率:
2543fe02bfe34f0db162755b8f1ed112-17	是非问	这款手机是4核的吗	CPU核数:【4,4】
2543fe02bfe34f0db162755b8f1ed112-21	陈述句	换一款4核的手机吧	CPU核数:【4,4】;候选手机:【换一款】
2543fe02bfe34f0db162755b8f1ed112-23	特指问	屏幕多大	主屏尺寸:
2543fe02bfe34f0db162755b8f1ed112-25	特指问	CPU频率是多少	CPU频率:
2543fe02bfe34f0db162755b8f1ed112-27	特指问	RAM容量呢	RAM容量:
27cfd6adb8ea43be982a914b3e3d7d2f-1	陈述句	想买一部手机，2000元以下的	价格:【0,2000】
27cfd6adb8ea43be982a914b3e3d7d2f-3	陈述句	想要超大字体的	字体:【超大字体】
27cfd6adb8ea43be982a914b3e3d7d2f-5	正反问	有没有推荐的手机	候选手机:【推荐】
27cfd6adb8ea43be982a914b3e3d7d2f-7	陈述句	想要买一部超大字体的手机	字体:【超大字体】
27cfd6adb8ea43be982a914b3e3d7d2f-9	陈述句	屏幕尺寸都可以	主屏尺寸:【2.28,50.46】
27cfd6adb8ea43be982a914b3e3d7d2f-11	陈述句	都可以	后置摄像头像素:【0,2147483647】
27cfd6adb8ea43be982a914b3e3d7d2f-13	特指问	它的价格多少	价格:
27cfd6adb8ea43be982a914b3e3d7d2f-15	特指问	它的质保时间多少	质保时间:
27cfd6adb8ea43be982a914b3e3d7d2f-17	特指问	它的字体怎么样	字体:
27cfd6adb8ea43be982a914b3e3d7d2f-19	特指问	它的rom容量呢	ROM容量:
27e88d781b254b2a97d5bcd28fb137ab-1	陈述句	我要买便宜点的手机	价格:【0,2000】
27e88d781b254b2a97d5bcd28fb137ab-5	陈述句	价钱便宜点的	价格:【0,2000】
27e88d781b254b2a97d5bcd28fb137ab-7	陈述句	2000以下的	价格:【0,2000】
27e88d781b254b2a97d5bcd28fb137ab-11	陈述句	2000以下的	价格:【0,2000】
27e88d781b254b2a97d5bcd28fb137ab-13	是非问	apple？	品牌:【apple】
27e88d781b254b2a97d5bcd28fb137ab-15	陈述句	华为	品牌:【华为】
27e88d781b254b2a97d5bcd28fb137ab-17	陈述句	不用太高	后置摄像头像素:【不用太高】
27e88d781b254b2a97d5bcd28fb137ab-19	特指问	多少钱	价格:
27e88d781b254b2a97d5bcd28fb137ab-23	陈述句	CPU	CPU频率: ;CPU型号:
27e88d781b254b2a97d5bcd28fb137ab-25	陈述句	型号	CPU型号:
27e88d781b254b2a97d5bcd28fb137ab-27	陈述句	CPU	CPU频率: ;CPU型号:
27e88d781b254b2a97d5bcd28fb137ab-29	陈述句	频率	CPU频率:
2836365ee5d6481d8ad17757e16d5362-1	陈述句	4000元以上的手机	价格:【4000,2147483647】
2836365ee5d6481d8ad17757e16d5362-3	陈述句	iPhone	品牌:【苹果】
2836365ee5d6481d8ad17757e16d5362-5	陈述句	5寸	主屏尺寸:【4.75,5.25】
2836365ee5d6481d8ad17757e16d5362-7	陈述句	5.5寸吧	主屏尺寸:【5.225,5.775】
2a2118c8fccc47d8ac5212ba33fd7453-1	陈述句	我想买5寸以上的手机	主屏尺寸:【5,2147483647】
2a2118c8fccc47d8ac5212ba33fd7453-3	陈述句	三星	品牌:【三星】
2a2118c8fccc47d8ac5212ba33fd7453-5	陈述句	3000元到4500元	价格:【2970,4545】
2a2118c8fccc47d8ac5212ba33fd7453-7	陈述句	500万以上	后置摄像头像素:【500,2147483647】
2a2118c8fccc47d8ac5212ba33fd7453-9	特指问	价格是多少	价格:
2bed308d6e4b4bc29fb8038dffff7eea-1	陈述句	我要买三星手机	品牌:【三星】
2bed308d6e4b4bc29fb8038dffff7eea-3	陈述句	3000左右	价格:【2400,3600】
2bed308d6e4b4bc29fb8038dffff7eea-5	陈述句	都行	主屏尺寸:【都行】
2bed308d6e4b4bc29fb8038dffff7eea-7	陈述句	大一点的	主屏尺寸:【5,2147483647】
2bed308d6e4b4bc29fb8038dffff7eea-9	陈述句	随便	后置摄像头像素:【0,2147483647】
2bed308d6e4b4bc29fb8038dffff7eea-11	特指问	多少钱	价格:
2c2860c5d28e4cd0a04a1bce74f7f4a7-1	陈述句	我想要三星S5	品牌:【三星】;型号:【S5】
2c2860c5d28e4cd0a04a1bce74f7f4a7-3	特指问	摄像头如何	后置摄像头像素:
2c2860c5d28e4cd0a04a1bce74f7f4a7-5	特指问	屏幕多少英寸	主屏尺寸:
2c2860c5d28e4cd0a04a1bce74f7f4a7-7	特指问	分辨率多少	主屏分辨率:
2c2860c5d28e4cd0a04a1bce74f7f4a7-9	特指问	价格多少	价格:
2c2860c5d28e4cd0a04a1bce74f7f4a7-11	特指问	什么系统	操作系统:
2f76067b266b4354bc0e9ef77c2a9303-1	陈述句	有4G网络的手机	网络制式:【4g】
2f76067b266b4354bc0e9ef77c2a9303-3	陈述句	网络格式	网络制式:【4g】
2f76067b266b4354bc0e9ef77c2a9303-5	陈述句	小米	品牌:【小米】
2f76067b266b4354bc0e9ef77c2a9303-7	陈述句	2000	价格:【1900,2100】
2f76067b266b4354bc0e9ef77c2a9303-9	陈述句	2100	价格:【1995,2205】
2f76067b266b4354bc0e9ef77c2a9303-11	陈述句	2205	价格:【2094.75,2315.25】
2f76067b266b4354bc0e9ef77c2a9303-13	陈述句	小米手机啊	品牌:【小米】
2f76067b266b4354bc0e9ef77c2a9303-15	陈述句	2000左右的	价格:【1600,2400】
2f76067b266b4354bc0e9ef77c2a9303-17	是非问	有4G网络吗	网络制式:【4g】
2f76067b266b4354bc0e9ef77c2a9303-19	特指问	有什么有4G网络的手机吗	网络制式:【4g】
2f76067b266b4354bc0e9ef77c2a9303-21	陈述句	网络格式是4G的手机	网络制式:【4g】
2f76067b266b4354bc0e9ef77c2a9303-23	特指问	是什么品牌	品牌:
2f76067b266b4354bc0e9ef77c2a9303-25	特指问	哪一台手机有4G网络	网络制式:【4g】
2fff32ac4c124a53bc497409c5dc80bf-3	是非问	能介绍我几款性价比高的吗？	性价比得分:【47.210300429184549356223175966,2147483647】
2fff32ac4c124a53bc497409c5dc80bf-5	是非问	有苹果吗？	品牌:【苹果】
2fff32ac4c124a53bc497409c5dc80bf-7	陈述句	小辣椒吧	品牌:【小辣椒】
2fff32ac4c124a53bc497409c5dc80bf-9	特指问	价钱怎么样？	价格:
2fff32ac4c124a53bc497409c5dc80bf-11	特指问	配置怎么样？	手机部件:
2fff32ac4c124a53bc497409c5dc80bf-13	特指问	前置摄像tourist像素多少？	前置摄像头像素: 
2fff32ac4c124a53bc497409c5dc80bf-15	特指问	前置摄像头像素多少？	后置摄像头像素:
2fff32ac4c124a53bc497409c5dc80bf-17	特指问	后置呢？	后置摄像头像素:
33e38c9fdfb04db9bd50fbe611be5627-1	陈述句	我想要一部屏幕为6英寸的手机	主屏尺寸:【5.7,6.3】
33e38c9fdfb04db9bd50fbe611be5627-3	陈述句	华为	品牌:【华为】
33e38c9fdfb04db9bd50fbe611be5627-5	特指问	摄像头怎样的	后置摄像头像素:
33e38c9fdfb04db9bd50fbe611be5627-7	特指问	价格多少	价格:
348a9e0329ae40faa15fe8a56e2f4190-1	陈述句	你好 来一台老人家用的手机	使用对象:【老人】
348a9e0329ae40faa15fe8a56e2f4190-3	正反问	大屏的有不？	主屏尺寸:【5,2147483647】
348a9e0329ae40faa15fe8a56e2f4190-5	陈述句	主屏尺寸	主屏尺寸:【5,2147483647】
348a9e0329ae40faa15fe8a56e2f4190-7	陈述句	金立吧	品牌:【金立】
348a9e0329ae40faa15fe8a56e2f4190-9	是非问	适合老人吗	使用对象:【老人】
35ecf084d5e84eaf81fdeb8db4885bc0-1	陈述句	我要4000元以下的手机	价格:【0,4000】
35ecf084d5e84eaf81fdeb8db4885bc0-3	陈述句	苹果	品牌:【苹果】
35ecf084d5e84eaf81fdeb8db4885bc0-5	特指问	它的续航能力怎样？	电池续航:
35ecf084d5e84eaf81fdeb8db4885bc0-7	特指问	它最近销量如何？	销售量:
35ecf084d5e84eaf81fdeb8db4885bc0-9	特指问	好吧，那么有什么优惠呢？	优惠:
369bd59a614b4122a27d1ab10412b971-3	是非问	可以从价格说起吗	价格:
369bd59a614b4122a27d1ab10412b971-5	陈述句	我要买3000元以上的手机	价格:【3000,2147483647】
369bd59a614b4122a27d1ab10412b971-7	陈述句	三星，华为	品牌:【三星】【华为】
369bd59a614b4122a27d1ab10412b971-9	陈述句	三星吧	品牌:【三星】
369bd59a614b4122a27d1ab10412b971-11	陈述句	4寸以上的	主屏尺寸:【4,2147483647】
369bd59a614b4122a27d1ab10412b971-13	陈述句	800万以上	后置摄像头像素:【800,2147483647】
369bd59a614b4122a27d1ab10412b971-15	正反问	是不是安卓系统的	操作系统:【安卓】
369bd59a614b4122a27d1ab10412b971-17	特指问	它的RAM内存多大	RAM容量:
36f6968d00d945b78342a4786ff5995d-1	特指问	哪些手机是比较适合玩游戏的？	产品特色:游戏
36f6968d00d945b78342a4786ff5995d-3	陈述句	IPhone	型号:【IPhone】
36f6968d00d945b78342a4786ff5995d-5	特指问	哪些手机玩游戏是比较流畅的？	感应器类型:
36f6968d00d945b78342a4786ff5995d-7	特指问	支持重力感应的手机有哪些？	感应器类型:【重力】;感应器类型:【重力】
36f6968d00d945b78342a4786ff5995d-9	特指问	这款手机多少钱	价格:
36f6968d00d945b78342a4786ff5995d-11	是非问	支持WLAN吗？	WLAN:【支持WLAN】
36f6968d00d945b78342a4786ff5995d-13	特指问	那耳机插孔类型是哪种？	耳机插孔类型:
36f6968d00d945b78342a4786ff5995d-15	正反问	这个手机有没有赠品？	赠品:
36f6968d00d945b78342a4786ff5995d-21	特指问	苹果手机的后摄像头是多少？	品牌:【苹果】;后置摄像头像素:
36f6968d00d945b78342a4786ff5995d-23	陈述句	5000以内	价格:【0,5000】
37a9986290fc4a32b18847e4b8578c0e-1	是非问	小辣椒LA3有吗	品牌:【小辣椒】;型号:【LA3】
37a9986290fc4a32b18847e4b8578c0e-3	特指问	这款手机好用吗	优点:;缺点:
37a9986290fc4a32b18847e4b8578c0e-5	陈述句	小辣椒	品牌:【小辣椒】
37a9986290fc4a32b18847e4b8578c0e-7	陈述句	型号LA3的	型号:【LA3】
37a9986290fc4a32b18847e4b8578c0e-9	特指问	像素怎么样	后置摄像头像素: ;前置摄像头像素:
37a9986290fc4a32b18847e4b8578c0e-11	陈述句	前置	前置摄像头像素:
37a9986290fc4a32b18847e4b8578c0e-13	陈述句	CPU呢	CPU型号: ;CPU频率:
37a9986290fc4a32b18847e4b8578c0e-15	陈述句	频率	CPU频率:
37a9986290fc4a32b18847e4b8578c0e-17	陈述句	COU频率	CPU频率:
37a9986290fc4a32b18847e4b8578c0e-19	陈述句	小辣椒LA3	品牌:【小辣椒】;型号:【LA3】
37a9986290fc4a32b18847e4b8578c0e-21	特指问	这款手机CPU频率多大	CPU频率:
37a9986290fc4a32b18847e4b8578c0e-23	特指问	尺寸呢	主屏尺寸:
37a9986290fc4a32b18847e4b8578c0e-25	特指问	外观什么颜色的	颜色:
37a9986290fc4a32b18847e4b8578c0e-27	特指问	有什么颜色的	颜色:
3959504bca1a4dbfbd947d0ff57d2996-3	陈述句	小米	品牌:【小米】
3959504bca1a4dbfbd947d0ff57d2996-5	陈述句	1200一下	价格:【1140,1260】
3959504bca1a4dbfbd947d0ff57d2996-7	陈述句	1200以下	价格:【0,1200】
3959504bca1a4dbfbd947d0ff57d2996-9	陈述句	5寸左右	主屏尺寸:【4,6】
3959504bca1a4dbfbd947d0ff57d2996-11	陈述句	500万就够了	后置摄像头像素:【475,525】
3959504bca1a4dbfbd947d0ff57d2996-13	陈述句	800万吧	后置摄像头像素:【760,840】
3959504bca1a4dbfbd947d0ff57d2996-15	特指问	它的价格是多少	价格:
3959504bca1a4dbfbd947d0ff57d2996-17	特指问	你能说说它的配置吗	手机部件:
3959504bca1a4dbfbd947d0ff57d2996-19	特指问	内存多大	RAM容量:
39d3074e9fe5435891e026edceaa487e-1	是非问	配置比较高的手机有吗	手机部件:【高】
39d3074e9fe5435891e026edceaa487e-5	陈述句	是手机配置	手机部件:
39d3074e9fe5435891e026edceaa487e-7	陈述句	三星	品牌:【三星】
39d3074e9fe5435891e026edceaa487e-9	陈述句	没有	价格:【没有要求】
39d3074e9fe5435891e026edceaa487e-11	陈述句	可以玩手机游戏的	产品特点:【手游】
39d3074e9fe5435891e026edceaa487e-13	陈述句	比较便宜的	价格:【0,2000】
39d3074e9fe5435891e026edceaa487e-15	陈述句	比较大的	主屏尺寸:【5,2147483647】
39d3074e9fe5435891e026edceaa487e-17	陈述句	比较高的	后置摄像头像素:【495,2147483647】
39d3074e9fe5435891e026edceaa487e-19	特指问	这款手机多少钱	价格:
3abe36c109d14c89998e20443c19c437-1	正反问	有没有像素高一点的手机	后置摄像头像素:【800,2147483647】
3abe36c109d14c89998e20443c19c437-3	陈述句	前置摄像头像素越高越好	前置摄像头像素:【495,2147483647】
3abe36c109d14c89998e20443c19c437-5	陈述句	品牌无所谓	品牌:【无所谓】
3abe36c109d14c89998e20443c19c437-7	陈述句	价钱都可以	价格:【都可以】
3abe36c109d14c89998e20443c19c437-9	陈述句	都可以	主屏尺寸:【2.47,8.4】
3abe36c109d14c89998e20443c19c437-11	特指问	这款摄像头像素多大	后置摄像头像素:
3abe36c109d14c89998e20443c19c437-13	是非问	这款有美颜功能吗	拍摄特色:【美颜】
